# JMP-table dispatch audit
# total sites: 1910
#
# Summary:
#   static_target           1795  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          19  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          28    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            67    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      1    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$03080E  in func $030806  base $019C12  kind=static_target
$030826  in func $030814  base $01BFD4  kind=static_target
$030C56  in func $030C38  base $019C12  kind=static_target
$030CFE  in func $030CEC  base $00160A  kind=static_target
$030DAE  in func $030D84  base $019C12  kind=static_target
$030E74  in func $030E74  base $019C12  kind=static_target
$030F78  in func $030F74  base $019C3A  kind=static_target
$030FA6  in func $030FA6  base $019C5E  kind=static_target
$0310F4  in func $0310E4  base $019C5E  kind=static_target
$0311A2  in func $03118C  base $019C5E  kind=static_target
$03135E  in func $03135A  base $019C3A  kind=static_target
$03136C  in func $031364  base $031370  kind=fallback_hybrid/offset_table
$03195E  in func $03195A  base $019C3A  kind=static_target
$03196C  in func $031964  base $031970  kind=fallback_hybrid/offset_table
$031B9A  in func $031B88  base $019C5E  kind=static_target
$031C6A  in func $031C5E  base $019C5E  kind=static_target
$031D2A  in func $031D12  base $00160A  kind=static_target
$031E1A  in func $031E1A  base $019C5E  kind=static_target
$0320A4  in func $03208A  base $00160A  kind=static_target
$03222C  in func $032208  base $01924C  kind=static_target
$03223E  in func $03223E  base $01923C  kind=static_target
$0322E2  in func $0322D0  base $01924C  kind=static_target
$03234A  in func $03234A  base $019C5E  kind=static_target
$032358  in func $032350  base $03235C  kind=fallback_hybrid/offset_table
$0325EE  in func $0325D8  base $019C5E  kind=static_target
$032820  in func $03280A  base $019C5E  kind=static_target
$032B20  in func $032B20  base $019C5E  kind=static_target
$032D20  in func $032D06  base $013A8E  kind=static_target
$032E70  in func $032E56  base $013A8E  kind=static_target
$032F0A  in func $032EFA  base $019C5E  kind=static_target
$0331D8  in func $0331BE  base $013A8E  kind=static_target
$0332DC  in func $0332AE  base $019C3A  kind=static_target
$0332E2  in func $0332E2  base $019C12  kind=static_target
$03348C  in func $033488  base $019CF0  kind=static_target
$0334D6  in func $0334D6  base $019CEC  kind=static_target
$0334DC  in func $0334DC  base $019C12  kind=static_target
$0337E4  in func $0337E4  base $019CEC  kind=static_target
$0337FC  in func $0337EA  base $01924C  kind=static_target
$033802  in func $033802  base $01923C  kind=static_target
$033814  in func $033808  base $019C12  kind=static_target
$033960  in func $03393E  base $019C3A  kind=static_target
$0339D4  in func $0339B6  base $019C12  kind=static_target
$033BBA  in func $033BB6  base $019C3A  kind=static_target
$033E8C  in func $033E84  base $019C12  kind=static_target
$0340E2  in func $0340DE  base $019C3A  kind=static_target
$03434C  in func $034322  base $019C12  kind=static_target
$034376  in func $034376  base $019C12  kind=static_target
$0344B4  in func $0344AC  base $0344B8  kind=fallback_hybrid/offset_table
$034FD4  in func $034FD4  base $019C12  kind=static_target
$03502E  in func $03502E  base $019C12  kind=static_target
$035144  in func $035110  base $01924C  kind=static_target
$03515A  in func $03514A  base $01160A  kind=static_target
$035170  in func $035160  base $01160A  kind=static_target
$03527E  in func $035266  base $01924C  kind=static_target
$0352D6  in func $0352BE  base $01924C  kind=static_target
$035400  in func $0353E8  base $00160A  kind=static_target
$035428  in func $035428  base $01924C  kind=static_target
$0355DA  in func $0355DA  base $01924C  kind=static_target
$035904  in func $035904  base $01924C  kind=static_target
$0359F0  in func $0359D2  base $01924C  kind=static_target
$035BC0  in func $035BA2  base $018D7E  kind=static_target
$035BC6  in func $035BC6  base $018DD8  kind=static_target
$035CBC  in func $035CAE  base $01923C  kind=static_target
$035CFE  in func $035CEC  base $01923C  kind=static_target
$035D12  in func $035D12  base $01924C  kind=static_target
$035D76  in func $035D74  base $00160A  kind=static_target
$035DF4  in func $035DEE  base $01923C  kind=static_target
$035E00  in func $035DFA  base $01924C  kind=static_target
$035EAE  in func $035E8A  base $01923C  kind=static_target
$035EBA  in func $035EB4  base $01924C  kind=static_target
$035EDA  in func $035ECC  base $022914  kind=static_target
$035FE6  in func $035FD4  base $01923C  kind=static_target
$035FEC  in func $035FEC  base $01924C  kind=static_target
$0362F2  in func $0362A4  base $01924C  kind=static_target
$0363B0  in func $0363A4  base $01924C  kind=static_target
$0364AE  in func $0364AC  base $00160A  kind=static_target
$03662C  in func $0365F4  base $01923C  kind=static_target
$036668  in func $03665A  base $01924C  kind=static_target
$03668A  in func $03667C  base $01924C  kind=static_target
$036770  in func $036768  base $01924C  kind=static_target
$036AB0  in func $036AAA  base $01923C  kind=static_target
$036AC2  in func $036AB6  base $01924C  kind=static_target
$0372C0  in func $0372BA  base $01923C  kind=static_target
$0373DE  in func $0373CE  base $01924C  kind=static_target
$0374B4  in func $03747C  base $01923C  kind=static_target
$0374F6  in func $0374F2  base $01924C  kind=static_target
$03751E  in func $03751A  base $01924C  kind=static_target
$037670  in func $037662  base $01924C  kind=static_target
$0376FE  in func $0376B2  base $01924C  kind=static_target
$037742  in func $037742  base $01924C  kind=static_target
$0377A0  in func $037792  base $01923C  kind=static_target
$0377A6  in func $0377A6  base $01924C  kind=static_target
$037800  in func $0377EE  base $01923C  kind=static_target
$037806  in func $037806  base $01924C  kind=static_target
$0378B0  in func $0378B0  base $019C12  kind=static_target
$037904  in func $0378F0  base $01923C  kind=static_target
$037936  in func $037930  base $01924C  kind=static_target
$037AAC  in func $037AAC  base $019C12  kind=static_target
$037B2E  in func $037B2E  base $019C12  kind=static_target
$037E9C  in func $037E9C  base $01923C  kind=static_target
$037EA2  in func $037EA2  base $01924C  kind=static_target
$037F14  in func $037F0A  base $01924C  kind=static_target
$037F26  in func $037F1A  base $01924C  kind=static_target
$037F2C  in func $037F2C  base $01923C  kind=static_target
$037F66  in func $037F66  base $01923C  kind=static_target
$038098  in func $03808A  base $00160A  kind=static_target
$0381F6  in func $0381CE  base $01C128  kind=static_target
$0386E2  in func $0386E2  base $019C5E  kind=static_target
$038A96  in func $038A84  base $01924C  kind=static_target
$038C1E  in func $038C18  base $01924C  kind=static_target
$038C96  in func $038C90  base $01924C  kind=static_target
$038C9C  in func $038C9C  base $01923C  kind=static_target
$038DF2  in func $038DEC  base $01924C  kind=static_target
$038ED2  in func $038ECC  base $01923C  kind=static_target
$038F1A  in func $038F0C  base $01923C  kind=static_target
$038FEA  in func $038FCC  base $01924C  kind=static_target
$038FF0  in func $038FF0  base $01923C  kind=static_target
$03915C  in func $039148  base $01923C  kind=static_target
$03925E  in func $039214  base $01923C  kind=static_target
$0396E8  in func $0396DE  base $0396EC  kind=fallback_hybrid/function_entry
$039C82  in func $039C56  base $0399C6  kind=static_target
$039CA6  in func $039C86  base $0399C6  kind=static_target
$03A0B8  in func $03A0A8  base $000000  kind=dynamic_register
$03A646  in func $03A642  base $039B98  kind=static_target
$03A64A  in func $03A64A  base $039C56  kind=static_target
$03A65A  in func $03A64E  base $039E96  kind=static_target
$03A666  in func $03A65E  base $039E96  kind=static_target
$03A6CA  in func $03A680  base $039C0E  kind=static_target
$03A6EC  in func $03A6CE  base $03A0C4  kind=static_target
$03A70C  in func $03A6F0  base $03A0C4  kind=static_target
$03A77E  in func $03A75E  base $039C0E  kind=static_target
$03A7D6  in func $03A7A8  base $03A08E  kind=static_target
$03A7FA  in func $03A7DA  base $03A08E  kind=static_target
$03AAE2  in func $03AADE  base $039B98  kind=static_target
$03AC64  in func $03AC58  base $01923C  kind=static_target
$03AD26  in func $03AD0C  base $039ED0  kind=static_target
$03AD4C  in func $03AD2A  base $03B118  kind=static_target
$03AD54  in func $03AD50  base $03AD58  kind=fallback_hybrid/function_entry
$03ADC6  in func $03ADAA  base $039ED0  kind=static_target
$03AE00  in func $03ADF0  base $03B118  kind=static_target
$03AF12  in func $03AF0E  base $039E96  kind=static_target
$03AF3E  in func $03AF3A  base $039E96  kind=static_target
$03B012  in func $03B00E  base $039E96  kind=static_target
$03B12E  in func $03B118  base $039ED0  kind=static_target
$03B192  in func $03B132  base $039F5C  kind=static_target
$03B234  in func $03B21C  base $01BA94  kind=static_target
$03B2CC  in func $03B2C8  base $039B98  kind=static_target
$03B2DC  in func $03B2D0  base $03B2E0  kind=fallback_hybrid/function_entry
$03B3C0  in func $03B3AC  base $039CE4  kind=static_target
$03B40E  in func $03B40E  base $039C56  kind=static_target
$03B46A  in func $03B45C  base $03B6C4  kind=static_target
$03B486  in func $03B46E  base $03B48A  kind=fallback_hybrid/function_entry
$03B4C0  in func $03B4A2  base $039E96  kind=static_target
$03B4F4  in func $03B4F4  base $039E96  kind=static_target
$03B620  in func $03B60C  base $03A0FC  kind=static_target
$03B666  in func $03B666  base $03A0FC  kind=static_target
$03B934  in func $03B92C  base $01923C  kind=static_target
$03B948  in func $03B93A  base $01924C  kind=static_target
$03B98C  in func $03B986  base $03B990  kind=fallback_hybrid/function_entry
$03B9C4  in func $03B9C0  base $01924C  kind=static_target
$03BAC4  in func $03BAB4  base $01923C  kind=static_target
$03BADC  in func $03BADC  base $01924C  kind=static_target
$03BB08  in func $03BB00  base $01923C  kind=static_target
$03BB60  in func $03BB58  base $01923C  kind=static_target
$03BB84  in func $03BB66  base $01924C  kind=static_target
$03BBF8  in func $03BBDE  base $01923C  kind=static_target
$03C2D8  in func $03C2D0  base $039B98  kind=static_target
$03C2DC  in func $03C2DC  base $039C56  kind=static_target
$03C30A  in func $03C302  base $039ED0  kind=static_target
$03C312  in func $03C30E  base $03C316  kind=fallback_hybrid/function_entry
$03C396  in func $03C37A  base $039ED0  kind=static_target
$03C446  in func $03C42A  base $039ED0  kind=static_target
$03C5F6  in func $03C5F2  base $039B98  kind=static_target
$03C602  in func $03C5FA  base $039C56  kind=static_target
$03C628  in func $03C606  base $039E96  kind=static_target
$03C648  in func $03C62C  base $039ED0  kind=static_target
$03C650  in func $03C64C  base $03C654  kind=fallback_hybrid/function_entry
$03C732  in func $03C71A  base $039ED0  kind=static_target
$03C86C  in func $03C864  base $039B98  kind=static_target
$03C87C  in func $03C870  base $039C56  kind=static_target
$03C894  in func $03C880  base $039ED0  kind=static_target
$03C89C  in func $03C898  base $03C8A0  kind=fallback_hybrid/function_entry
$03C908  in func $03C8F8  base $03A0FC  kind=static_target
$03C9B0  in func $03C9A4  base $039ED0  kind=static_target
$03CA64  in func $03CA58  base $039B98  kind=static_target
$03CA78  in func $03CA68  base $03CA7C  kind=fallback_hybrid/function_entry
$03CA96  in func $03CA88  base $039C56  kind=static_target
$03CAB6  in func $03CAAC  base $039C56  kind=static_target
$03CAC6  in func $03CABA  base $039D62  kind=static_target
$03CAE6  in func $03CAE0  base $039C56  kind=static_target
$03CC52  in func $03CC46  base $03CC56  kind=fallback_hybrid/function_entry
$03CE14  in func $03CE10  base $03CE18  kind=fallback_hybrid/function_entry
$03CF6C  in func $03CF64  base $01923C  kind=static_target
$03CF96  in func $03CF72  base $01BA94  kind=static_target
$03D174  in func $03D150  base $039ED0  kind=static_target
$03D17C  in func $03D178  base $03D180  kind=fallback_hybrid/function_entry
$03D1D0  in func $03D1A4  base $03A0FC  kind=static_target
$03D218  in func $03D214  base $03D21C  kind=fallback_hybrid/function_entry
$03D328  in func $03D31C  base $03D32C  kind=fallback_hybrid/function_entry
$03D43C  in func $03D436  base $01923C  kind=static_target
$03D482  in func $03D46A  base $01923C  kind=static_target
$03D55C  in func $03D558  base $039B98  kind=static_target
$03D56A  in func $03D560  base $039C28  kind=static_target
$03D646  in func $03D630  base $039ED0  kind=static_target
$03D64E  in func $03D64A  base $03D652  kind=fallback_hybrid/function_entry
$03D6D8  in func $03D6BC  base $039ED0  kind=static_target
$03D6E4  in func $03D6E0  base $039E96  kind=static_target
$03D6FE  in func $03D6E8  base $039E96  kind=static_target
$03D714  in func $03D702  base $03A0E2  kind=static_target
$03D74C  in func $03D72C  base $03A0E2  kind=static_target
$03D7D8  in func $03D7B4  base $039E96  kind=static_target
$03D8BC  in func $03D8B4  base $039E96  kind=static_target
$03D958  in func $03D952  base $03D95C  kind=fallback_hybrid/function_entry
$03DA66  in func $03DA62  base $01923C  kind=static_target
$03DA7A  in func $03DA76  base $039B98  kind=static_target
$03DA90  in func $03DA7E  base $039C28  kind=static_target
$03DA94  in func $03DA94  base $039C56  kind=static_target
$03DAB4  in func $03DA98  base $039ED0  kind=static_target
$03DABC  in func $03DAB8  base $03DAC0  kind=fallback_hybrid/function_entry
$03DB30  in func $03DB14  base $03A0FC  kind=static_target
$03DB4A  in func $03DB34  base $039B98  kind=static_target
$03DB52  in func $03DB4E  base $03DB56  kind=fallback_hybrid/function_entry
$03DB80  in func $03DB80  base $039C56  kind=static_target
$03DBDC  in func $03DBB4  base $039ED0  kind=static_target
$03DBFA  in func $03DBE0  base $039E96  kind=static_target
$03DC02  in func $03DBFE  base $03DC06  kind=fallback_hybrid/function_entry
$03DC60  in func $03DC3E  base $03A0FC  kind=static_target
$03DC76  in func $03DC6E  base $03A0FC  kind=static_target
$03DD34  in func $03DD30  base $039E96  kind=static_target
$03DDEE  in func $03DDEA  base $039E96  kind=static_target
$03DF5E  in func $03DF5A  base $039B98  kind=static_target
$03DF62  in func $03DF62  base $039C56  kind=static_target
$03DFB6  in func $03DFA2  base $039ED0  kind=static_target
$03DFD8  in func $03DFBA  base $039ED0  kind=static_target
$03DFE0  in func $03DFDC  base $03DFE4  kind=fallback_hybrid/function_entry
$03E052  in func $03E04A  base $039ED0  kind=static_target
$03E0CC  in func $03E0B4  base $039ED0  kind=static_target
$03E30A  in func $03E2F8  base $039B98  kind=static_target
$03E334  in func $03E30E  base $039C28  kind=static_target
$03E342  in func $03E338  base $039C28  kind=static_target
$03E35C  in func $03E346  base $039C28  kind=static_target
$03E37A  in func $03E370  base $039C28  kind=static_target
$03E3C2  in func $03E3B2  base $039D62  kind=static_target
$03E4D6  in func $03E4CE  base $03E4D8  kind=fallback_hybrid/INTERIOR_UNRESOLVED
$03E5AC  in func $03E5A4  base $01923C  kind=static_target
$03E5D6  in func $03E5B2  base $01BA94  kind=static_target
$03E658  in func $03E634  base $039ED0  kind=static_target
$03E660  in func $03E65C  base $03E664  kind=fallback_hybrid/function_entry
$03E6E0  in func $03E6B4  base $03A0FC  kind=static_target
$03E796  in func $03E78E  base $039ED0  kind=static_target
$03E82E  in func $03E816  base $039B98  kind=static_target
$03E83E  in func $03E832  base $03E842  kind=fallback_hybrid/function_entry
$03E860  in func $03E84A  base $039C28  kind=static_target
$03E864  in func $03E864  base $039C56  kind=static_target
$03E88E  in func $03E88E  base $039C56  kind=static_target
$03E8C2  in func $03E8BA  base $039ED0  kind=static_target
$03E8CA  in func $03E8C6  base $03E8CE  kind=fallback_hybrid/function_entry
$03E942  in func $03E926  base $03A0FC  kind=static_target
$03EA84  in func $03EA60  base $03A0FC  kind=static_target
$03EFE2  in func $03EF9C  base $039BE2  kind=static_target
$03EFF6  in func $03EFE6  base $039D62  kind=static_target
$03F03E  in func $03F030  base $039E96  kind=static_target
$03F052  in func $03F042  base $039FF8  kind=static_target
$03F2BE  in func $03F2BE  base $01924C  kind=static_target
$03F2DE  in func $03F2CA  base $01924C  kind=static_target
$03F3F4  in func $03F3F4  base $01924C  kind=static_target
$03F42E  in func $03F41A  base $01924C  kind=static_target
$03F498  in func $03F498  base $016376  kind=static_target
$03F4B0  in func $03F4B0  base $016376  kind=static_target
$03F4BC  in func $03F4B6  base $01923C  kind=static_target
$03F4DC  in func $03F4C2  base $01924C  kind=static_target
$03F536  in func $03F522  base $052D0C  kind=static_target
$03F57C  in func $03F57C  base $01924C  kind=static_target
$03F5CC  in func $03F5C2  base $01924C  kind=static_target
$03F602  in func $03F5F8  base $01924C  kind=static_target
$04056A  in func $040562  base $04056E  kind=fallback_hybrid/offset_table
$0405C4  in func $04057C  base $003276  kind=static_target
$0406C2  in func $0406A0  base $003276  kind=static_target
$040756  in func $040756  base $01924C  kind=static_target
$040772  in func $04076C  base $01924C  kind=static_target
$0407A0  in func $04079A  base $01924C  kind=static_target
$0407BE  in func $0407B8  base $01924C  kind=static_target
$0407CA  in func $0407C4  base $01924C  kind=static_target
$04081A  in func $040810  base $01924C  kind=static_target
$040892  in func $040888  base $01924C  kind=static_target
$0408D4  in func $0408CA  base $01924C  kind=static_target
$040924  in func $04091A  base $01924C  kind=static_target
$04094E  in func $04094E  base $01924C  kind=static_target
$04095E  in func $040954  base $01924C  kind=static_target
$0409B8  in func $0409B8  base $01924C  kind=static_target
$0409E0  in func $0409E0  base $01924C  kind=static_target
$040A34  in func $040A24  base $01924C  kind=static_target
$040A40  in func $040A3A  base $01924C  kind=static_target
$0431AC  in func $0431A2  base $0431B0  kind=fallback_hybrid/offset_table
$043292  in func $043276  base $01924C  kind=static_target
$0432AE  in func $043298  base $01924C  kind=static_target
$04333A  in func $04331E  base $01924C  kind=static_target
$043390  in func $043386  base $043394  kind=fallback_hybrid/offset_table
$0433BC  in func $0433BC  base $01924C  kind=static_target
$043600  in func $0435F0  base $043604  kind=fallback_hybrid/offset_table
$04392E  in func $04392E  base $01924C  kind=static_target
$04394A  in func $04393C  base $01924C  kind=static_target
$043970  in func $043970  base $01924C  kind=static_target
$0439AE  in func $04399C  base $01924C  kind=static_target
$0439C4  in func $0439B4  base $053A22  kind=static_target
$043A64  in func $043A64  base $01924C  kind=static_target
$043AA4  in func $043A9E  base $01924C  kind=static_target
$043ABA  in func $043AAA  base $01924C  kind=static_target
$043B40  in func $043B2C  base $01924C  kind=static_target
$043B46  in func $043B46  base $01923C  kind=static_target
$043B8A  in func $043B82  base $01923C  kind=static_target
$043BA6  in func $043B9E  base $01923C  kind=static_target
$043BAC  in func $043BAC  base $01924C  kind=static_target
$043C36  in func $043C30  base $01924C  kind=static_target
$043C5C  in func $043C5C  base $01924C  kind=static_target
$043C8E  in func $043C6E  base $01923E  kind=static_target
$043CEC  in func $043CD8  base $01924C  kind=static_target
$043D3A  in func $043D30  base $0015E2  kind=static_target
$043D66  in func $043D5E  base $0544C8  kind=static_target
$043DE0  in func $043D86  base $00160A  kind=static_target
$043E0A  in func $043DE6  base $0015E2  kind=static_target
$043E34  in func $043E10  base $0015E2  kind=static_target
$043E5E  in func $043E3A  base $0015E2  kind=static_target
$043F2E  in func $043F24  base $000000  kind=dynamic_register
$043F92  in func $043F72  base $052BD4  kind=static_target
$044286  in func $04427A  base $01923C  kind=static_target
$044360  in func $044342  base $0544C8  kind=static_target
$044366  in func $044366  base $052D08  kind=static_target
$044384  in func $04436C  base $01924C  kind=static_target
$0443AC  in func $04438E  base $05367C  kind=static_target
$044428  in func $044428  base $0538DE  kind=static_target
$044446  in func $04442E  base $01924C  kind=static_target
$04447A  in func $04444C  base $01924C  kind=static_target
$044490  in func $044480  base $0538D2  kind=static_target
$044746  in func $044736  base $000000  kind=dynamic_register
$04477C  in func $044764  base $01924C  kind=static_target
$0447C0  in func $044790  base $052A14  kind=static_target
$0447F0  in func $0447D4  base $053EE4  kind=static_target
$044836  in func $044836  base $05304C  kind=static_target
$044874  in func $044868  base $05304C  kind=static_target
$0448B8  in func $0448B2  base $05304C  kind=static_target
$0448EE  in func $0448E2  base $019222  kind=static_target
$04492C  in func $044916  base $053A22  kind=static_target
$04494E  in func $044942  base $01924C  kind=static_target
$044964  in func $044954  base $01F9B4  kind=static_target
$044982  in func $04496A  base $01924C  kind=static_target
$0449E6  in func $0449E6  base $05304C  kind=static_target
$044A08  in func $0449F4  base $052D0C  kind=static_target
$044A46  in func $044A40  base $05304C  kind=static_target
$044AB6  in func $044AB6  base $052D08  kind=static_target
$044ADC  in func $044ABC  base $01BA94  kind=static_target
$044AE2  in func $044AE2  base $01923C  kind=static_target
$044B0A  in func $044AE8  base $05390E  kind=static_target
$044BAA  in func $044B86  base $053EE4  kind=static_target
$044BC0  in func $044BB0  base $05304C  kind=static_target
$044C2A  in func $044C24  base $053A22  kind=static_target
$044C60  in func $044C3E  base $01924C  kind=static_target
$044CE0  in func $044C7A  base $052A14  kind=static_target
$044CEC  in func $044CE6  base $05420C  kind=static_target
$044D0E  in func $044D08  base $05304C  kind=static_target
$044E02  in func $044DFC  base $053A22  kind=static_target
$044E3C  in func $044E1C  base $01BA94  kind=static_target
$044E42  in func $044E42  base $01923C  kind=static_target
$044E92  in func $044E92  base $01923C  kind=static_target
$044EC8  in func $044EA6  base $05390E  kind=static_target
$044F06  in func $044EE6  base $053EE4  kind=static_target
$044F82  in func $044F7C  base $05304C  kind=static_target
$044FF8  in func $044FEE  base $053A22  kind=static_target
$045016  in func $044FFE  base $05390E  kind=static_target
$04505A  in func $04502C  base $052A14  kind=static_target
$045060  in func $045060  base $0538DE  kind=static_target
$0450A2  in func $0450A2  base $052DD6  kind=static_target
$0450D4  in func $0450A8  base $0019B6  kind=static_target
$04510E  in func $0450F2  base $052BD4  kind=static_target
$045138  in func $04512C  base $052D08  kind=static_target
$045174  in func $04513E  base $053A22  kind=static_target
$0451B2  in func $0451B2  base $01923C  kind=static_target
$04520C  in func $045206  base $0537C0  kind=static_target
$04523A  in func $045212  base $0528FE  kind=static_target
$045254  in func $045250  base $05304C  kind=static_target
$045272  in func $04525A  base $05390E  kind=static_target
$0452AE  in func $045286  base $052AC8  kind=static_target
$0452D2  in func $0452CE  base $052DDA  kind=static_target
$045304  in func $045304  base $052D08  kind=static_target
$04531A  in func $04530A  base $052D08  kind=static_target
$04536E  in func $045366  base $053356  kind=static_target
$0453C8  in func $0453C8  base $0537C0  kind=static_target
$04543E  in func $04543E  base $0537C0  kind=static_target
$045462  in func $045454  base $0537C0  kind=static_target
$04549C  in func $045494  base $019C12  kind=static_target
$0454F8  in func $0454E0  base $0019B6  kind=static_target
$04555C  in func $04555C  base $019C12  kind=static_target
$045572  in func $045572  base $053748  kind=static_target
$04558E  in func $045578  base $052BD4  kind=static_target
$045674  in func $045668  base $019C5E  kind=static_target
$04568A  in func $04568A  base $01923C  kind=static_target
$0456A8  in func $045690  base $0019B6  kind=static_target
$045704  in func $045704  base $019C12  kind=static_target
$0458AA  in func $045892  base $01924C  kind=static_target
$045934  in func $045934  base $05304C  kind=static_target
$045950  in func $04593A  base $052A14  kind=static_target
$04595E  in func $045956  base $019222  kind=static_target
$04597C  in func $045964  base $046576  kind=static_target
$04598C  in func $045980  base $05304C  kind=static_target
$0459C8  in func $0459B4  base $045E40  kind=static_target
$045A2E  in func $045A1A  base $052A14  kind=static_target
$045AF2  in func $045AE6  base $05304C  kind=static_target
$045B02  in func $045AF8  base $052BD4  kind=static_target
$045B94  in func $045B84  base $053A22  kind=static_target
$045BE8  in func $045B9A  base $052A14  kind=static_target
$045C1A  in func $045C1A  base $01924C  kind=static_target
$045C38  in func $045C20  base $01924C  kind=static_target
$045C3E  in func $045C3E  base $053A22  kind=static_target
$045C7C  in func $045C6A  base $0530D6  kind=static_target
$045CBA  in func $045CA8  base $0530D6  kind=static_target
$045D14  in func $045CFA  base $01924C  kind=static_target
$045D1A  in func $045D1A  base $01923C  kind=static_target
$045D76  in func $045D76  base $01924C  kind=static_target
$045D96  in func $045D96  base $01924C  kind=static_target
$045DB0  in func $045DAA  base $01923C  kind=static_target
$045EFE  in func $045EEA  base $053122  kind=static_target
$045F80  in func $045F5C  base $053122  kind=static_target
$045FA6  in func $045F8C  base $053122  kind=static_target
$04602E  in func $04601A  base $053122  kind=static_target
$0460B2  in func $04608C  base $01924C  kind=static_target
$0460B8  in func $0460B8  base $01923C  kind=static_target
$0460DC  in func $0460C4  base $01924C  kind=static_target
$046100  in func $0460EA  base $052A14  kind=static_target
$04614E  in func $04613C  base $052CB6  kind=static_target
$046186  in func $04617C  base $053A30  kind=static_target
$04619A  in func $04618C  base $01924C  kind=static_target
$0461E0  in func $0461C6  base $01924C  kind=static_target
$0461F0  in func $0461F0  base $053A30  kind=static_target
$046212  in func $0461F6  base $052A14  kind=static_target
$046254  in func $046248  base $052CB6  kind=static_target
$04629C  in func $046282  base $052A14  kind=static_target
$0462BA  in func $0462B0  base $053A30  kind=static_target
$0462CE  in func $0462C0  base $01924C  kind=static_target
$0462EC  in func $0462DE  base $01924C  kind=static_target
$046314  in func $0462FE  base $052A14  kind=static_target
$046362  in func $046350  base $052C90  kind=static_target
$046394  in func $04638E  base $05304C  kind=static_target
$0463F4  in func $0463D8  base $01924C  kind=static_target
$0463FA  in func $0463FA  base $01923C  kind=static_target
$0464C0  in func $0464A2  base $001984  kind=static_target
$04650E  in func $04650E  base $05304C  kind=static_target
$04654C  in func $04654C  base $053D30  kind=static_target
$046596  in func $046590  base $053D30  kind=static_target
$0465BC  in func $0465AA  base $052A14  kind=static_target
$0465D4  in func $0465C2  base $052A14  kind=static_target
$046630  in func $046624  base $01924C  kind=static_target
$04664C  in func $046636  base $053A30  kind=static_target
$046676  in func $046652  base $053138  kind=static_target
$046698  in func $046698  base $053138  kind=static_target
$0466AE  in func $04669E  base $0529F0  kind=static_target
$0466BA  in func $0466B4  base $053122  kind=static_target
$0466D4  in func $0466C0  base $053122  kind=static_target
$0466EC  in func $0466E8  base $0529F0  kind=static_target
$046712  in func $046712  base $05304C  kind=static_target
$046730  in func $046730  base $052DD6  kind=static_target
$046760  in func $04674A  base $052A14  kind=static_target
$04676A  in func $046766  base $052A14  kind=static_target
$0467B2  in func $04679E  base $01924C  kind=static_target
$0467E2  in func $0467D8  base $0467E6  kind=fallback_hybrid/offset_table
$04681C  in func $0467EE  base $01924C  kind=static_target
$046828  in func $046822  base $01924C  kind=static_target
$046898  in func $046888  base $04689C  kind=fallback_hybrid/offset_table
$0468F0  in func $0468EA  base $0530CA  kind=static_target
$046922  in func $0468F6  base $052A14  kind=static_target
$046936  in func $046928  base $0530CA  kind=static_target
$0469FC  in func $0469DA  base $053EE4  kind=static_target
$046A3C  in func $046A1C  base $052A14  kind=static_target
$046A4E  in func $046A42  base $0530CA  kind=static_target
$046A9C  in func $046A84  base $052A14  kind=static_target
$046AB4  in func $046AAE  base $0530CA  kind=static_target
$046AE8  in func $046AE4  base $0530CA  kind=static_target
$046AF4  in func $046AEE  base $0530CA  kind=static_target
$046B50  in func $046B42  base $0530CA  kind=static_target
$046B5C  in func $046B56  base $0530CA  kind=static_target
$046B76  in func $046B62  base $019222  kind=static_target
$046B92  in func $046B88  base $052A14  kind=static_target
$046BAC  in func $046B98  base $053122  kind=static_target
$046C04  in func $046BEA  base $052A14  kind=static_target
$046C2A  in func $046C1C  base $0530EC  kind=static_target
$046C6A  in func $046C5E  base $05304C  kind=static_target
$046CAC  in func $046CAC  base $05304C  kind=static_target
$046CD4  in func $046CC8  base $05305A  kind=static_target
$046CEC  in func $046CDA  base $053A22  kind=static_target
$046CFC  in func $046CF2  base $046D00  kind=fallback_hybrid/offset_table
$046D50  in func $046D44  base $0530CA  kind=static_target
$046D56  in func $046D56  base $01924C  kind=static_target
$046DE0  in func $046DE0  base $05304C  kind=static_target
$046DF4  in func $046DEE  base $053122  kind=static_target
$046E1C  in func $046DFA  base $053A3E  kind=static_target
