# JMP-table dispatch audit
# total sites: 456
#
# Summary:
#   static_target            245  (JMP with statically resolved target — safe)
#   in_function_switch       144  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register           8  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry           5    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            49    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      5    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$03C74C  in func $03C6B8  base $036932  kind=static_target
$03C7B4  in func $03C754  base $036932  kind=static_target
$03C7F8  in func $03C7E6  base $03C7FC  kind=in_function_switch targets=3
$03C8B6  in func $03C8B0  base $036932  kind=static_target
$03CB42  in func $03CAEA  base $036932  kind=static_target
$03CB5C  in func $03CB4A  base $03CB60  kind=in_function_switch targets=4
$03CCAE  in func $03CC9C  base $03CCB2  kind=in_function_switch targets=5
$03CE34  in func $03CE22  base $03CE38  kind=in_function_switch targets=4
$03CF2A  in func $03CE22  base $03CF2E  kind=in_function_switch targets=2
$03D05A  in func $03D050  base $03D05E  kind=in_function_switch targets=3
$03D122  in func $03D050  base $036932  kind=static_target
$03D2BA  in func $03D1B4  base $036932  kind=static_target
$03D2D4  in func $03D2C2  base $03D2D8  kind=in_function_switch targets=5
$03D432  in func $03D2C2  base $036932  kind=static_target
$03D4C2  in func $03D4AE  base $03D4C6  kind=in_function_switch targets=5
$03D508  in func $03D4AE  base $005EF0  kind=static_target
$03D584  in func $03D4AE  base $005EF0  kind=static_target
$03D5E6  in func $03D5DC  base $03D5EA  kind=in_function_switch targets=8
$03D788  in func $03D5DC  base $005EF0  kind=static_target
$03D8E0  in func $03D8D6  base $03D8E4  kind=in_function_switch targets=8
$03DB3C  in func $03DB2A  base $03DB40  kind=in_function_switch targets=12
$03DE6E  in func $03DE52  base $036932  kind=static_target
$03DF10  in func $03DEFE  base $03DF14  kind=in_function_switch targets=11
$03E4B6  in func $03E4AC  base $03E4BA  kind=in_function_switch targets=12
$03E64C  in func $03E4AC  base $024E14  kind=static_target
$03E860  in func $03E7A6  base $036932  kind=static_target
$03E92C  in func $03E90C  base $036932  kind=static_target
$03E952  in func $03E934  base $03E956  kind=in_function_switch targets=32
$03ECA4  in func $03E934  base $036934  kind=static_target
$03EDBA  in func $03E934  base $005EF0  kind=static_target
