# JMP-table dispatch audit
# total sites: 5450
#
# Summary:
#   static_target           5142  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          56  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          99    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table           151    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      2    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$05AFEA  in func $05AFEA  base $000000  kind=dynamic_register
$05B05C  in func $05B048  base $23B0D4  kind=static_target
$05B0CC  in func $05B0C8  base $058D6C  kind=static_target
$05B1BE  in func $05B1B6  base $05B1C2  kind=fallback_hybrid/offset_table
$05B20E  in func $05B1FA  base $00172C  kind=static_target
$05B498  in func $05B494  base $000000  kind=dynamic_register
$05B4F6  in func $05B4EC  base $001AD2  kind=static_target
$05B51A  in func $05B510  base $001AD2  kind=static_target
$05B526  in func $05B520  base $00172C  kind=static_target
$05C5A4  in func $05C5A4  base $01ABC6  kind=static_target
$05C5C4  in func $05C5B0  base $01ABC6  kind=static_target
$05C69C  in func $05C688  base $01ABC6  kind=static_target
$05C6EE  in func $05C6DE  base $08453A  kind=static_target
$05C72C  in func $05C71C  base $08453A  kind=static_target
$05C792  in func $05C792  base $01ABC6  kind=static_target
$05C7CC  in func $05C7B8  base $01ABC6  kind=static_target
$05C836  in func $05C836  base $015862  kind=static_target
$05C84E  in func $05C84E  base $015862  kind=static_target
$05C85A  in func $05C854  base $01ABB6  kind=static_target
$05C87A  in func $05C860  base $000000  kind=dynamic_register
$05C8EA  in func $05C8E0  base $01ABC6  kind=static_target
$05C904  in func $05C8F0  base $01ABC6  kind=static_target
$05C97E  in func $05C974  base $08453A  kind=static_target
$05C9E6  in func $05C99A  base $001AD2  kind=static_target
$05C9FE  in func $05C9EC  base $01ABC6  kind=static_target
$05CA3C  in func $05CA3C  base $01ABC6  kind=static_target
$05CA9A  in func $05CA90  base $01ABC6  kind=static_target
$05CAD0  in func $05CAC6  base $01ABC6  kind=static_target
$05D8BE  in func $05D8AE  base $01ABC6  kind=static_target
$05DA10  in func $05D9E0  base $001AD2  kind=static_target
$05DCBA  in func $05DC54  base $084088  kind=static_target
$05DD56  in func $05DD36  base $084088  kind=static_target
$05DE82  in func $05DE6E  base $01ABB6  kind=static_target
$05DE96  in func $05DE88  base $01ABC6  kind=static_target
$05DF1E  in func $05DF18  base $01AB52  kind=static_target
$05DF56  in func $05DF56  base $0852C8  kind=static_target
$05DFD4  in func $05DFCE  base $084948  kind=static_target
$05DFFA  in func $05DFF4  base $084948  kind=static_target
$05E010  in func $05E000  base $084948  kind=static_target
$05E0AC  in func $05E0A2  base $001AD2  kind=static_target
$05E0F8  in func $05E0F8  base $01ABC6  kind=static_target
$05E112  in func $05E0FE  base $01ABC6  kind=static_target
$05E2AA  in func $05E280  base $001AD2  kind=static_target
$05E2E4  in func $05E2B0  base $085FC8  kind=static_target
$05E34A  in func $05E33E  base $001AD2  kind=static_target
$05E3D6  in func $05E3C6  base $0864B4  kind=static_target
$05E410  in func $05E402  base $01ABC6  kind=static_target
$05E434  in func $05E434  base $01ABC6  kind=static_target
$05E504  in func $05E504  base $01ABC6  kind=static_target
$05E520  in func $05E518  base $01ABC6  kind=static_target
$05E526  in func $05E526  base $0852C8  kind=static_target
$05E5B6  in func $05E5B6  base $01ABC6  kind=static_target
$05E5FC  in func $05E5FC  base $01ABC6  kind=static_target
$05E634  in func $05E634  base $01ABC6  kind=static_target
$05E6E2  in func $05E6E2  base $01ABC6  kind=static_target
$05E71E  in func $05E70E  base $01ABC6  kind=static_target
$05E82C  in func $05E7F4  base $001AD2  kind=static_target
$05E938  in func $05E8B8  base $084088  kind=static_target
$05E9AC  in func $05E95E  base $085968  kind=static_target
$05EA74  in func $05EA74  base $01ABB6  kind=static_target
$05EA8C  in func $05EA7A  base $084948  kind=static_target
$05EAFE  in func $05EAEE  base $084088  kind=static_target
$05EB16  in func $05EB04  base $0843D6  kind=static_target
$05EB8E  in func $05EB84  base $05EB92  kind=fallback_hybrid/offset_table
$05EBE8  in func $05EBDC  base $084948  kind=static_target
$05EC12  in func $05EC0C  base $084948  kind=static_target
$05EC58  in func $05EC3C  base $01ABC6  kind=static_target
$05EC5E  in func $05EC5E  base $01ABB6  kind=static_target
$05ECB0  in func $05ECB0  base $01ABC6  kind=static_target
$05ECD6  in func $05ECD0  base $0849B4  kind=static_target
$05ED58  in func $05ED40  base $01ABC6  kind=static_target
$05ED8C  in func $05ED72  base $01ABC6  kind=static_target
$05EDCE  in func $05EDCE  base $01ABC6  kind=static_target
$05EE14  in func $05EE0E  base $05EE18  kind=fallback_hybrid/offset_table
$05EF4A  in func $05EF36  base $01ABC6  kind=static_target
$05EF78  in func $05EF66  base $01ABC6  kind=static_target
$05EF7E  in func $05EF7E  base $01ABB6  kind=static_target
$05EF8A  in func $05EF84  base $01ABC6  kind=static_target
$05EFDC  in func $05EFD2  base $000000  kind=dynamic_register
$05F1D0  in func $05F1B2  base $000000  kind=dynamic_register
$05F226  in func $05F21E  base $01ABC6  kind=static_target
$05F22C  in func $05F22C  base $0852C8  kind=static_target
$05F304  in func $05F300  base $084088  kind=static_target
$05F336  in func $05F320  base $01ABC6  kind=static_target
$05F3C0  in func $05F3C0  base $01ABC6  kind=static_target
$05F3CC  in func $05F3C6  base $01ABC6  kind=static_target
$05F3F4  in func $05F3D2  base $084088  kind=static_target
$05F40C  in func $05F402  base $01ABC6  kind=static_target
$05F432  in func $05F428  base $01ABC6  kind=static_target
$05F4A2  in func $05F492  base $01ABC6  kind=static_target
$05F51C  in func $05F50C  base $01ABC6  kind=static_target
$05F5D6  in func $05F5C2  base $001AD2  kind=static_target
$05F5F8  in func $05F5EA  base $01ABC6  kind=static_target
$05F676  in func $05F66C  base $001AD2  kind=static_target
$05F70C  in func $05F702  base $01ABC6  kind=static_target
$05F740  in func $05F73A  base $01ABC6  kind=static_target
$05F760  in func $05F746  base $01ABC6  kind=static_target
$05F7EE  in func $05F7D4  base $001AD2  kind=static_target
$05F7FA  in func $05F7F4  base $0859B2  kind=static_target
$05F824  in func $05F812  base $084088  kind=static_target
$05F84E  in func $05F82A  base $0845A8  kind=static_target
$05F854  in func $05F854  base $0845C4  kind=static_target
$05F86E  in func $05F85A  base $0845A8  kind=static_target
$05F8BC  in func $05F882  base $0845A8  kind=static_target
$05F960  in func $05F956  base $001AD2  kind=static_target
$05F96E  in func $05F96E  base $01ABC6  kind=static_target
$05F9A8  in func $05F998  base $001AD2  kind=static_target
$05FAF0  in func $05FADC  base $01ABC6  kind=static_target
$05FB3C  in func $05FB3C  base $01ABC6  kind=static_target
$05FBC2  in func $05FBB8  base $01ABC6  kind=static_target
$05FCB0  in func $05FCA0  base $0852C8  kind=static_target
$05FD1E  in func $05FD14  base $0859B2  kind=static_target
$05FDAA  in func $05FDAA  base $01ABB6  kind=static_target
$05FDC2  in func $05FDB0  base $085FC8  kind=static_target
$05FE40  in func $05FE38  base $01ABB6  kind=static_target
$05FFF6  in func $05FFE6  base $0852C8  kind=static_target
$060D38  in func $060D38  base $01ABC6  kind=static_target
$060D54  in func $060D46  base $01ABC6  kind=static_target
$060D7A  in func $060D7A  base $01ABC6  kind=static_target
$060DB8  in func $060DA6  base $01ABC6  kind=static_target
$060DCE  in func $060DBE  base $0852C8  kind=static_target
$060E6E  in func $060E6E  base $01ABC6  kind=static_target
$060EAE  in func $060EA8  base $01ABC6  kind=static_target
$060EC4  in func $060EB4  base $01ABC6  kind=static_target
$060F4A  in func $060F36  base $01ABC6  kind=static_target
$060F50  in func $060F50  base $01ABB6  kind=static_target
$060F94  in func $060F8C  base $01ABB6  kind=static_target
$060FB0  in func $060FA8  base $01ABB6  kind=static_target
$060FB6  in func $060FB6  base $01ABC6  kind=static_target
$061040  in func $06103A  base $01ABC6  kind=static_target
$061066  in func $061066  base $01ABC6  kind=static_target
$061098  in func $061078  base $01ABB8  kind=static_target
$061102  in func $0610EE  base $01ABC6  kind=static_target
$061152  in func $061148  base $001358  kind=static_target
$06117E  in func $061176  base $08611A  kind=static_target
$0611F8  in func $06119E  base $001380  kind=static_target
$061222  in func $0611FE  base $001358  kind=static_target
$06124C  in func $061228  base $001358  kind=static_target
$061276  in func $061252  base $001358  kind=static_target
$061346  in func $06133C  base $000000  kind=dynamic_register
$0613AA  in func $06138A  base $084248  kind=static_target
$06169E  in func $061692  base $01ABB6  kind=static_target
$0617DA  in func $0617BC  base $08611A  kind=static_target
$0617E0  in func $0617E0  base $084428  kind=static_target
$0617FE  in func $0617E6  base $01ABC6  kind=static_target
$061906  in func $0618F8  base $085200  kind=static_target
$06194A  in func $061940  base $01ABC6  kind=static_target
$06198C  in func $061950  base $01ABC6  kind=static_target
$0619B0  in func $061992  base $0851F4  kind=static_target
$061D84  in func $061D74  base $000000  kind=dynamic_register
$061DD2  in func $061DBA  base $01ABC6  kind=static_target
$061E16  in func $061DE6  base $084088  kind=static_target
$061E46  in func $061E2A  base $085968  kind=static_target
$061E8C  in func $061E8C  base $0848B2  kind=static_target
$061ECA  in func $061EBE  base $0848B2  kind=static_target
$061F0E  in func $061F08  base $0848B2  kind=static_target
$061F44  in func $061F38  base $01AB52  kind=static_target
$061F82  in func $061F6C  base $0852C8  kind=static_target
$061FA4  in func $061F98  base $01ABC6  kind=static_target
$061FBA  in func $061FAA  base $0216CC  kind=static_target
$061FD8  in func $061FC0  base $01ABC6  kind=static_target
$06203C  in func $06203C  base $0848B2  kind=static_target
$06205E  in func $06204A  base $08442C  kind=static_target
$06209C  in func $062096  base $0848B2  kind=static_target
$06210C  in func $06210C  base $084428  kind=static_target
$062134  in func $062112  base $01DCD2  kind=static_target
$062164  in func $06213A  base $085230  kind=static_target
$062180  in func $062180  base $01ABB6  kind=static_target
$062222  in func $0621FE  base $085968  kind=static_target
$062238  in func $062228  base $0848B2  kind=static_target
$0622A2  in func $06229C  base $0852C8  kind=static_target
$0622F2  in func $0622C6  base $01ABC6  kind=static_target
$062354  in func $062340  base $084088  kind=static_target
$062360  in func $06235A  base $085CCC  kind=static_target
$062382  in func $06237C  base $0848B2  kind=static_target
$06247A  in func $062474  base $0852C8  kind=static_target
$0624A2  in func $062480  base $01DCD2  kind=static_target
$0624F2  in func $0624F2  base $01ABB6  kind=static_target
$062532  in func $062506  base $085230  kind=static_target
$062570  in func $062550  base $085968  kind=static_target
$0625EC  in func $0625E6  base $0848B2  kind=static_target
$062662  in func $062658  base $0852C8  kind=static_target
$06268A  in func $062668  base $085230  kind=static_target
$0626CE  in func $0626A0  base $084088  kind=static_target
$0626D4  in func $0626D4  base $085200  kind=static_target
$062716  in func $062716  base $0845C4  kind=static_target
$062748  in func $06271C  base $00172C  kind=static_target
$062782  in func $062766  base $084248  kind=static_target
$0627AC  in func $0627A0  base $084428  kind=static_target
$0627E8  in func $0627B2  base $0852C8  kind=static_target
$06287C  in func $062876  base $0850FC  kind=static_target
$0628CC  in func $0628C8  base $0848B2  kind=static_target
$0628F4  in func $0628D2  base $085230  kind=static_target
$062930  in func $062908  base $08413C  kind=static_target
$062954  in func $062950  base $0845C8  kind=static_target
$062986  in func $062986  base $084428  kind=static_target
$06299C  in func $06298C  base $084428  kind=static_target
$0629F0  in func $0629E8  base $084BE8  kind=static_target
$062A4A  in func $062A4A  base $0850FC  kind=static_target
$062AC0  in func $062AC0  base $0850FC  kind=static_target
$062AE4  in func $062AD6  base $0850FC  kind=static_target
$062B1E  in func $062B16  base $01B5A4  kind=static_target
$062B7A  in func $062B62  base $085230  kind=static_target
$062BD4  in func $062BCA  base $085968  kind=static_target
$062BF6  in func $062BE8  base $01AB52  kind=static_target
$062C7C  in func $062C6A  base $01ABC6  kind=static_target
$062CB2  in func $062C9E  base $0845A8  kind=static_target
$062CC6  in func $062CB8  base $01AB52  kind=static_target
$062CF4  in func $062CCC  base $062CF8  kind=fallback_hybrid/offset_table
$062DCE  in func $062D98  base $0852C8  kind=static_target
$062E26  in func $062E04  base $0845B6  kind=static_target
$062E4A  in func $062E42  base $01ABB6  kind=static_target
$062E7E  in func $062E7E  base $01ABC6  kind=static_target
$062E8C  in func $062E84  base $01ABC6  kind=static_target
$062EF2  in func $062EF2  base $01ABC6  kind=static_target
$062F1E  in func $062F1E  base $01ABC6  kind=static_target
$062F6E  in func $062F6E  base $085098  kind=static_target
$062F94  in func $062F94  base $085098  kind=static_target
$062FD6  in func $062FCA  base $01ABC6  kind=static_target
$062FFC  in func $062FF2  base $01ABC6  kind=static_target
$06302E  in func $063024  base $0852C8  kind=static_target
$063096  in func $063096  base $084948  kind=static_target
$0630E0  in func $0630CE  base $084948  kind=static_target
$06313C  in func $063108  base $085230  kind=static_target
$06314C  in func $063142  base $0852C8  kind=static_target
$063192  in func $06315C  base $084088  kind=static_target
$063242  in func $063236  base $0845B6  kind=static_target
$06332A  in func $063320  base $001AD2  kind=static_target
$063346  in func $063346  base $084948  kind=static_target
$0633B0  in func $06339A  base $01ABC6  kind=static_target
$063468  in func $0633FE  base $01ABB6  kind=static_target
$0634A8  in func $06348E  base $01ABC6  kind=static_target
$0634CE  in func $0634C2  base $08504A  kind=static_target
$0634EC  in func $0634E0  base $08504A  kind=static_target
$06356E  in func $06356A  base $08442C  kind=static_target
$063584  in func $063574  base $0845A8  kind=static_target
$063592  in func $06358A  base $0845C4  kind=static_target
$0635C4  in func $0635B6  base $01AB52  kind=static_target
$063618  in func $0635F0  base $0845A8  kind=static_target
$06361E  in func $06361E  base $0845C4  kind=static_target
$063642  in func $063624  base $0845A8  kind=static_target
$0636A4  in func $063676  base $0852C8  kind=static_target
$063772  in func $063772  base $01ABC6  kind=static_target
$0637B2  in func $0637B2  base $01ABC6  kind=static_target
$06380E  in func $0637B8  base $001AD2  kind=static_target
$063868  in func $063868  base $01ABC6  kind=static_target
$0638C4  in func $0638C4  base $01ABC6  kind=static_target
$0638FE  in func $0638F8  base $0852C8  kind=static_target
$06390E  in func $063904  base $084068  kind=static_target
$063938  in func $063938  base $084948  kind=static_target
$06397E  in func $06396E  base $084948  kind=static_target
$0639C8  in func $063984  base $000000  kind=dynamic_register
$0639EE  in func $0639DE  base $000000  kind=dynamic_register
$063A38  in func $0639F0  base $001AD2  kind=static_target
$063A68  in func $063A62  base $01ABC6  kind=static_target
$063A8C  in func $063A7A  base $085098  kind=static_target
$063AAE  in func $063A92  base $01ABC6  kind=static_target
$063AEC  in func $063ABE  base $085968  kind=static_target
$063B14  in func $063B10  base $0846B4  kind=static_target
$063B32  in func $063B1A  base $0845A8  kind=static_target
$063B3C  in func $063B38  base $0846B4  kind=static_target
$063BB6  in func $063BAC  base $001AD2  kind=static_target
$063C60  in func $063C3C  base $085E62  kind=static_target
$063CA2  in func $063CA2  base $01ABC6  kind=static_target
$063CCE  in func $063CCE  base $01ABC6  kind=static_target
$063D0E  in func $063D0E  base $01ABC6  kind=static_target
$063D3C  in func $063D36  base $01ABB6  kind=static_target
$063E02  in func $063DFC  base $0852C8  kind=static_target
$063E22  in func $063E08  base $01ABC6  kind=static_target
$063E36  in func $063E32  base $08504A  kind=static_target
$063E40  in func $063E3C  base $08504A  kind=static_target
$063EFC  in func $063EE6  base $0845A8  kind=static_target
$063F5E  in func $063F48  base $0845A8  kind=static_target
$063FFA  in func $063FE8  base $0845A8  kind=static_target
$06403E  in func $06403E  base $084536  kind=static_target
$06405C  in func $064044  base $0845A8  kind=static_target
$0640B2  in func $06408E  base $0845A8  kind=static_target
$06416E  in func $06415A  base $0845A8  kind=static_target
$0641A6  in func $06418C  base $0845A8  kind=static_target
$06420E  in func $0641EC  base $0845A8  kind=static_target
$06427A  in func $06426A  base $0845A8  kind=static_target
$064312  in func $0642E4  base $0845A8  kind=static_target
$064378  in func $064378  base $0846B0  kind=static_target
$0643AC  in func $06437E  base $001AD2  kind=static_target
$0643E0  in func $0643CC  base $084248  kind=static_target
$064482  in func $064478  base $0845A8  kind=static_target
$064538  in func $064524  base $00172C  kind=static_target
$064596  in func $064564  base $0845A8  kind=static_target
$0645F6  in func $0645D8  base $0845A8  kind=static_target
$064602  in func $0645FC  base $084536  kind=static_target
$064632  in func $064608  base $0845A8  kind=static_target
$06468A  in func $064664  base $0845A8  kind=static_target
$064718  in func $0646E0  base $0845A8  kind=static_target
$06477A  in func $064742  base $0845A8  kind=static_target
$0647E8  in func $0647B6  base $0845A8  kind=static_target
$06482C  in func $064814  base $0845A8  kind=static_target
$0648DA  in func $0648DA  base $0846B0  kind=static_target
$064904  in func $0648E0  base $0845A8  kind=static_target
$0649A6  in func $06498C  base $084248  kind=static_target
$0649AC  in func $0649AC  base $0846B0  kind=static_target
$0649D0  in func $0649B2  base $0845A8  kind=static_target
$0649D6  in func $0649D6  base $0846B0  kind=static_target
$0649F8  in func $0649DC  base $084248  kind=static_target
$064A58  in func $064A44  base $0845A8  kind=static_target
$064A5E  in func $064A5E  base $0846B0  kind=static_target
$064A90  in func $064A64  base $0845A8  kind=static_target
$064AE2  in func $064AB6  base $0845A8  kind=static_target
$064B32  in func $064B0A  base $0845A8  kind=static_target
$064B8C  in func $064B88  base $0845A8  kind=static_target
$064BDA  in func $064BA8  base $0845A8  kind=static_target
$064BE8  in func $064BE0  base $0845C4  kind=static_target
$064C1C  in func $064BEE  base $0845A8  kind=static_target
$064C22  in func $064C22  base $084536  kind=static_target
$064C46  in func $064C28  base $0845A8  kind=static_target
$064C92  in func $064C84  base $01ABC6  kind=static_target
$064D3C  in func $064D2C  base $085FC8  kind=static_target
$064E4A  in func $064E28  base $085FC8  kind=static_target
$064F14  in func $064F14  base $01ABC6  kind=static_target
$064F26  in func $064F1A  base $01ABC6  kind=static_target
$064F42  in func $064F2C  base $084088  kind=static_target
$064F92  in func $064F8E  base $01ABC6  kind=static_target
$064FC2  in func $064FB2  base $08493C  kind=static_target
$064FFE  in func $064FFA  base $08493C  kind=static_target
$065022  in func $065004  base $08493C  kind=static_target
$065050  in func $065028  base $0852C8  kind=static_target
$06506A  in func $065056  base $084088  kind=static_target
$06507E  in func $065070  base $084948  kind=static_target
$0650C8  in func $0650C2  base $084948  kind=static_target
$06515A  in func $06515A  base $084948  kind=static_target
$065180  in func $065170  base $084948  kind=static_target
$0651AC  in func $065196  base $084948  kind=static_target
$065214  in func $06520A  base $01ABC6  kind=static_target
$065248  in func $065232  base $01ABC6  kind=static_target
$0652AA  in func $06529E  base $0850FC  kind=static_target
$0652C4  in func $0652BE  base $0850FC  kind=static_target
$06536A  in func $06536A  base $0842D0  kind=static_target
$065382  in func $06537C  base $084948  kind=static_target
$065426  in func $06541A  base $084C28  kind=static_target
$065474  in func $065474  base $084948  kind=static_target
$0654A6  in func $065496  base $084948  kind=static_target
$0654BC  in func $0654AC  base $084948  kind=static_target
$065572  in func $065572  base $084948  kind=static_target
$06561C  in func $06561C  base $01ABC6  kind=static_target
$065650  in func $065644  base $01ABC6  kind=static_target
$06565C  in func $065656  base $01ABB6  kind=static_target
$06569A  in func $06568A  base $01ABC6  kind=static_target
$065724  in func $065702  base $01ABC6  kind=static_target
$06573C  in func $06572A  base $01ABC6  kind=static_target
$065780  in func $065776  base $085968  kind=static_target
$0657B6  in func $065786  base $001AD2  kind=static_target
$0657F0  in func $0657EC  base $084248  kind=static_target
$065820  in func $0657F6  base $0845A8  kind=static_target
$065836  in func $065826  base $0845C4  kind=static_target
$065898  in func $065874  base $0845A8  kind=static_target
$0658DC  in func $06589E  base $0845A8  kind=static_target
$065914  in func $0658E2  base $0845A8  kind=static_target
$06596C  in func $06591A  base $0845A8  kind=static_target
$0659D8  in func $0659C0  base $0852C8  kind=static_target
$0659EE  in func $0659EE  base $01B5A4  kind=static_target
$065AAE  in func $065AA8  base $0852C8  kind=static_target
$065AD2  in func $065AB4  base $01ABC6  kind=static_target
$065B24  in func $065B1E  base $0845C4  kind=static_target
$065B30  in func $065B2A  base $0852C8  kind=static_target
$065B5E  in func $065B4C  base $01ABC6  kind=static_target
$065B64  in func $065B64  base $0852C8  kind=static_target
$065B92  in func $065B82  base $01ABC6  kind=static_target
$065BF6  in func $065BEA  base $0850FC  kind=static_target
$065C1E  in func $065BFC  base $00172C  kind=static_target
$065C62  in func $065C62  base $01B5A4  kind=static_target
$065C78  in func $065C78  base $085098  kind=static_target
$065C94  in func $065C7E  base $084248  kind=static_target
$065D7A  in func $065D6E  base $01B5F0  kind=static_target
$065D90  in func $065D90  base $01ABB6  kind=static_target
$065DAE  in func $065D96  base $00172C  kind=static_target
$065DF8  in func $065DF8  base $01B5A4  kind=static_target
$065E24  in func $065E14  base $01DC72  kind=static_target
$065E84  in func $065E74  base $01DC72  kind=static_target
$06604C  in func $066006  base $0845A8  kind=static_target
$066094  in func $06607C  base $084248  kind=static_target
$0660E0  in func $0660D6  base $0857DC  kind=static_target
$066154  in func $066152  base $000000  kind=dynamic_register
$066172  in func $06616E  base $000000  kind=dynamic_register
$0674B2  in func $06749A  base $01ABC6  kind=static_target
$06753C  in func $06753C  base $0848B2  kind=static_target
$067558  in func $067542  base $084088  kind=static_target
$067566  in func $06755E  base $01AB52  kind=static_target
$067584  in func $06756C  base $06860A  kind=static_target
$067594  in func $067588  base $0848B2  kind=static_target
$0675D0  in func $0675BC  base $067A48  kind=static_target
$067636  in func $067622  base $084088  kind=static_target
$0676FA  in func $0676EE  base $0848B2  kind=static_target
$06770A  in func $067700  base $084248  kind=static_target
$06779C  in func $06778C  base $0852C8  kind=static_target
$0677F0  in func $0677A2  base $084088  kind=static_target
$067822  in func $067822  base $01ABC6  kind=static_target
$067840  in func $067828  base $01ABC6  kind=static_target
$067846  in func $067846  base $0852C8  kind=static_target
$067884  in func $067872  base $084948  kind=static_target
$0678C2  in func $0678B0  base $084948  kind=static_target
$06791C  in func $067902  base $01ABC6  kind=static_target
$067922  in func $067922  base $01ABB6  kind=static_target
$06797E  in func $06797E  base $01ABC6  kind=static_target
$06799E  in func $06799E  base $01ABC6  kind=static_target
$0679B8  in func $0679B2  base $01ABB6  kind=static_target
$067B06  in func $067AF2  base $0849B4  kind=static_target
$067B56  in func $067B44  base $001AD2  kind=static_target
$067BB2  in func $067B8E  base $0849B4  kind=static_target
$067BD8  in func $067BBE  base $0849B4  kind=static_target
$067C74  in func $067C60  base $0849B4  kind=static_target
$067CF4  in func $067CE2  base $08442C  kind=static_target
$067D20  in func $067CFA  base $01ABC6  kind=static_target
$067D26  in func $067D26  base $01ABB6  kind=static_target
$067D4C  in func $067D32  base $001AD2  kind=static_target
$067D5E  in func $067D52  base $01ABC6  kind=static_target
$067D64  in func $067D64  base $01ABB6  kind=static_target
$067D82  in func $067D6A  base $01ABC6  kind=static_target
$067DA6  in func $067D90  base $084088  kind=static_target
$067E12  in func $067E00  base $0843D6  kind=static_target
$067E4A  in func $067E40  base $0852D6  kind=static_target
$067E5E  in func $067E50  base $01ABC6  kind=static_target
$067EA4  in func $067E8A  base $01ABC6  kind=static_target
$067EB4  in func $067EB4  base $0852D6  kind=static_target
$067ED6  in func $067EBA  base $084088  kind=static_target
$067F18  in func $067F0C  base $0843D6  kind=static_target
$067F60  in func $067F46  base $084088  kind=static_target
$067F7E  in func $067F74  base $0852D6  kind=static_target
$067F92  in func $067F84  base $01ABC6  kind=static_target
$067FB0  in func $067FA2  base $01ABC6  kind=static_target
$067FD8  in func $067FC2  base $084088  kind=static_target
$068026  in func $068014  base $0843B0  kind=static_target
$068058  in func $068052  base $0848B2  kind=static_target
$0680C0  in func $06809C  base $01ABC6  kind=static_target
$0680C6  in func $0680C6  base $01ABB6  kind=static_target
$06810E  in func $0680CC  base $084088  kind=static_target
$068120  in func $068114  base $01ABC6  kind=static_target
$068150  in func $068140  base $01ABC6  kind=static_target
$06854E  in func $068530  base $0016FA  kind=static_target
$06859C  in func $06859C  base $0848B2  kind=static_target
$0685E0  in func $0685E0  base $0856DA  kind=static_target
$06862A  in func $068624  base $0856DA  kind=static_target
$068650  in func $06863E  base $084088  kind=static_target
$068668  in func $068656  base $084088  kind=static_target
$0686C4  in func $0686B8  base $01ABC6  kind=static_target
$0686E0  in func $0686CA  base $0852D6  kind=static_target
$06870A  in func $0686E6  base $0849CA  kind=static_target
$06872C  in func $06872C  base $0849CA  kind=static_target
$068742  in func $068732  base $084064  kind=static_target
$06874E  in func $068748  base $0849B4  kind=static_target
$068768  in func $068754  base $0849B4  kind=static_target
$068780  in func $06877C  base $084064  kind=static_target
$0687A6  in func $0687A6  base $0848B2  kind=static_target
$0687C4  in func $0687C4  base $0845C4  kind=static_target
$0687F4  in func $0687DE  base $084088  kind=static_target
$0687FE  in func $0687FA  base $084088  kind=static_target
$068846  in func $068832  base $01ABC6  kind=static_target
$068876  in func $06886C  base $06887A  kind=fallback_hybrid/offset_table
$0688B0  in func $068882  base $01ABC6  kind=static_target
$0688BC  in func $0688B6  base $01ABC6  kind=static_target
$06892C  in func $06891C  base $068930  kind=fallback_hybrid/offset_table
$068984  in func $06897E  base $08493C  kind=static_target
$0689B6  in func $06898A  base $084088  kind=static_target
$0689CA  in func $0689BC  base $08493C  kind=static_target
$068A90  in func $068A6E  base $085968  kind=static_target
$068ADC  in func $068ABC  base $084088  kind=static_target
$068AEE  in func $068AE2  base $08493C  kind=static_target
$068B3E  in func $068B26  base $084088  kind=static_target
$068B56  in func $068B50  base $08493C  kind=static_target
$068B8A  in func $068B86  base $08493C  kind=static_target
$068B96  in func $068B90  base $08493C  kind=static_target
$068BF2  in func $068BE4  base $08493C  kind=static_target
$068BFE  in func $068BF8  base $08493C  kind=static_target
$068C18  in func $068C04  base $01AB52  kind=static_target
$068C34  in func $068C2A  base $084088  kind=static_target
$068C4E  in func $068C3A  base $0849B4  kind=static_target
$068CA6  in func $068C8C  base $084088  kind=static_target
$068CE2  in func $068CBE  base $01ABC6  kind=static_target
$068CE8  in func $068CE8  base $0852C8  kind=static_target
$068D28  in func $068D1C  base $0848B2  kind=static_target
$068D6A  in func $068D6A  base $0848B2  kind=static_target
$068D92  in func $068D86  base $0848C0  kind=static_target
$068DAA  in func $068D98  base $0852C8  kind=static_target
$068DBA  in func $068DB0  base $068DBE  kind=fallback_hybrid/offset_table
$068E00  in func $068E00  base $0848B2  kind=static_target
$068E1C  in func $068E16  base $08493C  kind=static_target
$068EA6  in func $068EA6  base $0848B2  kind=static_target
$068EBA  in func $068EB4  base $0849B4  kind=static_target
$068EE2  in func $068EC0  base $0852F8  kind=static_target
$069008  in func $069008  base $085FAE  kind=static_target
$06924A  in func $0691FC  base $085968  kind=static_target
$06927E  in func $069266  base $08493C  kind=static_target
$069304  in func $069300  base $084088  kind=static_target
$06934E  in func $06932A  base $084088  kind=static_target
$06941C  in func $069418  base $0848B2  kind=static_target
$069498  in func $069492  base $0848B2  kind=static_target
$0694C6  in func $0694AA  base $084088  kind=static_target
$0694F6  in func $0694D2  base $086006  kind=static_target
$069548  in func $069536  base $084248  kind=static_target
$06959C  in func $069596  base $00172C  kind=static_target
$0695F0  in func $0695D6  base $01ABB6  kind=static_target
